id,indexed_date,language,media_name,media_url,publish_date,title,url
afeda19ccfa13d6c8e10aa6c6931454320b1e55931eae7c7d6461c53dae578a1,2025-12-12 17:30:02.490913+00:00,pt,sapo.pt,sapo.pt,2025-12-12,"Lei do lóbi aprovada. ""Vai permitir a distinguir o que é legítimo e penalizará quem pretenda obter vantagens perante os demais""",https://sapo.pt/artigo/lei-do-lobi-aprovada-vai-permitir-a-distinguir-o-que-e-legitimo-e-penalizara-quem-pretenda-obter-vantagens-perante-os-demais-693c28d3bcd6d8df5d883896
1a0d2a4b088bdbcacb5c96eec8d63358288e54802712fde1237df0c193986ddc,2025-12-12 17:24:55.907968+00:00,pt,globo.com,globo.com,2025-12-12,Carne 'impressa' em laboratório na Bahia vence prêmio de inovação,https://g1.globo.com/ba/bahia/noticia/2025/12/12/carne-feita-em-laboratorio-na-bahia-vence-premio-entenda-como-proteina-e-feita.ghtml
24f507bbadc236e1ba558bd886ca3b1149f5fda52244f738e1f963ea5ed4443c,2025-12-12 17:17:17.705203+00:00,pt,publico.pt,publico.pt,2025-12-12,Trump assina lei que impede estados de aplicarem as suas próprias regras de IA,https://www.publico.pt/2025/12/12/mundo/noticia/trump-assina-lei-impede-estados-aplicarem-proprias-regras-ia-2157847
980d69e29d8e36501a0e7fa9cc31994d2c1ff8618d32a04ad6a51ad83ce2fd69,2025-12-12 15:32:04.624604+00:00,pt,campograndenews.com.br,campograndenews.com.br,2025-12-12,Anvisa manda recolher e proíbe produção de mais dois cosméticos,https://www.campograndenews.com.br/saude-e-bem-estar/anvisa-manda-recolher-e-proibe-producao-de-mais-dois-cosmeticos
f52b54c23d093af7837b0b37364bbcf6423ef799d4bb90f4bc4cdb1154c742c9,2025-12-12 15:30:34.490142+00:00,pt,campograndenews.com.br,campograndenews.com.br,2025-12-12,MP cobra providências para acelerar encaminhamento de doentes a hospitais,https://www.campograndenews.com.br/brasil/cidades/mp-cobra-providencias-para-acelerar-encaminhamento-de-doentes-a-hospitais
198508bad1f67ad098b0978a9b5aa2ca7abcfa6d9f1021d2b105c0225b08cbac,2025-12-12 15:17:50.586692+00:00,pt,sapo.pt,sapo.pt,2025-12-12,Trump assina ordem executiva para bloquear regulamentação de IA pelos estados,https://24noticias.sapo.pt/atualidade/artigos/trump-assina-ordem-executiva-para-bloquear-regulamentacao-de-ia-pelos-estados
08b718d1460d7d0c03f1821e18489b1bb26218b929f7544472c66f2ce2005314,2025-12-12 10:34:36.367667+00:00,pt,dn.pt,dn.pt,2025-12-12,Ordem Executiva de Trump: Bloqueio às Leis Estaduais de Inteligência Artificial nos EUA,https://www.dn.pt/economia/trump-impede-estados-dos-eua-de-elaborarem-leis-prprias-de-inteligncia-artificial
c9c02e240954fd9927aa9e9e3d5e88f70c64117883539a07f3cf31b506985cb8,2025-12-12 09:19:45.889183+00:00,pt,sapo.pt,sapo.pt,2025-12-12,Trump impede estados dos EUA de elaborarem leis próprias de IA,https://eco.sapo.pt/2025/12/12/trump-impede-estados-dos-eua-de-elaborarem-leis-proprias-de-ia/
e42d7f3f9aee6cfe19330c99ab8cb9c8c72eeedb1b9942da099cc32c26d45ba4,2025-12-12 04:19:31.891375+00:00,pt,mogiguacuacontece.com.br,mogiguacuacontece.com.br,2025-12-11,Os segredos por trás do crescimento exponencial do mercado de suplementos,http://mogiguacuacontece.com.br/os-segredos-por-tras-do-crescimento-exponencial-do-mercado-de-suplementos/
fcc92b8f22d161a5d54e884b1d68ebd82cccc99bc4ce1e37e32be3c8c6689aae,2025-12-11 23:26:33.199975+00:00,pt,gazetadopovo.com.br,gazetadopovo.com.br,2025-12-11,Selic em 15% e Salário Mínimo 2026: as notícias da economia,https://www.gazetadopovo.com.br/economia/economia-em-foco-juros-travados-em-15percent-e-o-peso-do-governo-no-bolso-do-brasileiro/
4e1178192ab9954dbb7ca249445fbc1e8b4f3aed3a759731d27434a319803ea3,2025-12-11 18:29:16.275218+00:00,pt,observador.pt,observador.pt,2025-12-11,"Em direto/ Justiça. Combate à criminalidade, celeridade, meios humanos e combate à violência doméstica entre as prioridades do novo pacote do Governo",https://observador.pt/liveblogs/conselho-de-ministros-apresenta-medidas-para-a-justica/
3d5a422d97ec7715ccb6fc1ecee1e6b95851708b95c8392fee44a51efa224aec,2025-12-11 17:30:24.570959+00:00,pt,globo.com,globo.com,2025-12-11,Marco legal de seguros entra em vigor hoje; saiba o que muda,https://valor.globo.com/financas/noticia/2025/12/11/marco-legal-de-seguros-entra-em-vigor-hoje-saiba-o-que-muda.ghtml
5866bc8e0f5f82cf56d1c6e864b84e2a93cdd783681527744defb3a42863803f,2025-12-11 16:27:29.602350+00:00,pt,diariodonoroeste.com.br,diariodonoroeste.com.br,2025-12-11,Fiep mobiliza especialistas para avaliar impactos da reforma do Código Civil,https://diariodonoroeste.com.br/fiep-mobiliza-especialistas-para-avaliar-impactos-da-reforma-do-codigo-civil/
80fb6be88153a31f72144471dd1eb7fb93dc7270c54a4607979f76aa01885034,2025-12-11 13:29:58.177803+00:00,pt,oliberal.com,oliberal.com,2025-12-11,Brasil terá regras sobre uso de redes sociais por crianças e adolescentes; veja o que muda,https://www.oliberal.com/brasil/brasil-tera-regras-sobre-uso-de-redes-sociais-por-criancas-e-adolescentes-veja-o-que-muda-1.1060637
94f82ecc312de8748df84abafc5c9bb7c09f58df5acaf0256fec200f3342868c,2025-12-11 10:24:22.678185+00:00,pt,globo.com,globo.com,2025-12-11,PL da inteligência artificial deve ser votado em breve,https://valor.globo.com/brasil/noticia/2025/12/11/pl-da-inteligencia-artificial-deve-ser-votado-em-breve.ghtml
de94e52a6d52211aeb7b3480c708e80d16c3d30814aa3d866d7831bfb69e6f3a,2025-12-11 00:20:12.552967+00:00,pt,metropoles.com,metropoles.com,2025-12-10,Brasileiros querem mais investimento em IA e regulação equilibrada,https://www.metropoles.com/colunas/dinheiro-e-negocios/brasileiros-querem-mais-investimento-em-ia-e-regulacao-equilibrada
ebee3d76ab976a281373d9277247ede7620a95a09e6b249a3730baea6fb1c3be,2025-12-11 00:17:18.535511+00:00,pt,uol.com.br,uol.com.br,2025-12-09,"Brasil pode ser o mais restritivo em IA e ver PIB cair, diz especialista",https://www.uol.com.br/tilt/noticias/redacao/2025/12/09/brasil-pode-ser-o-mais-restritivo-em-ia-e-ver-pib-cair-diz-especialista.htm
da5b9eb35dbb7e73236141c4d10e8008de6b76b95dbaea58c93944e1887ba29b,2025-12-10 23:35:42.086334+00:00,pt,campograndenews.com.br,campograndenews.com.br,2025-12-10,"Candidato conclui curso teórico da CNH em 1 dia pelo novo aplicativo: ""incrível""",https://www.campograndenews.com.br/brasil/cidades/candidato-conclui-curso-teorico-da-cnh-em-1-dia-pelo-novo-aplicativo-incrivel
33f2f33d52da87766c65234401ffb010fa1325128be4c0ea05ae80f894299ae2,2025-12-10 23:30:26.574077+00:00,pt,pontaporainforma.com.br,pontaporainforma.com.br,2025-12-10,Brasil assina acordo estratégico com o Reino Unido para incorporação de tecnologias em saúde,https://www.pontaporainforma.com.br/brasil-assina-acordo-estrategico-com-o-reino-unido-para-incorporacao-de-tecnologias-em-saude/
b9226cde528feb7279546ade466ef5f586f39036868ca286822bd94f80f31b86,2025-12-10 23:30:08.541768+00:00,pt,destakjornal.com.br,destakjornal.com.br,2025-12-10,Relatório do Senado revela falhas na Política Nacional de Inteligência Artificial,https://destakjornal.com.br/relatorio-do-senado-revela-falhas-na-politica-nacional-de-inteligencia-artificial/
9cb30910779713aa53abad404388913cee5a91c6b7cd6118b16124f4631ee985,2025-12-10 23:27:22.531902+00:00,pt,gazetadopovo.com.br,gazetadopovo.com.br,2025-12-10,Por que empresas estão processando a inteligência artificial?,https://www.gazetadopovo.com.br/opiniao/artigos/por-que-empresas-como-a-warner-estao-processando-o-midjourney-e-outras-ias/
675609c92e797b202eb898822a9d5870db6c86578c3dbffa3d0368fd436f64d7,2025-12-10 22:23:34.365061+00:00,pt,portaldenoticias.com.br,portaldenoticias.com.br,2025-12-10,RS elimina vistoria para veículos zero e lança sistema com IA para transferência de usados,https://www.portaldenoticias.com.br/noticia/41992/sao-jeronimo-rs/geral/rs-elimina-vistoria-para-veiculos-zero-e-lanca-sistema-com-ia-para-transferencia-de-usados.html
c06606aac32e151b2aa47112e742869673d4530c428ab2db2e72050436e54ac6,2025-12-10 22:23:01.779431+00:00,pt,globo.com,globo.com,2025-12-10,Setor livreiro cresce em 2025 e impulsiona lançamentos,https://valor.globo.com/patrocinado/dino/noticia/2025/12/10/setor-livreiro-cresce-em-2025-e-impulsiona-lancamentos-1.ghtml
431662951a79842a7f22ae58321f29087e082b70c2ef9582ed0c83d344b9a844,2025-12-10 22:21:55.264472+00:00,pt,terra.com.br,terra.com.br,2025-12-10,Setor livreiro cresce em 2025 e impulsiona lançamentos,"https://www.terra.com.br/noticias/setor-livreiro-cresce-em-2025-e-impulsiona-lancamentos,0ee437bf64930c8edc38a014e8a69e560u76cwbn.html"
6386cfec72c968a2bb208ced02856d4101e45cf08010115ef8f4d2c0dce8e2c3,2025-12-10 21:30:13.946053+00:00,pt,expansao.co.ao,expansao.co.ao,2025-12-10,Inteligência Artificial,http://expansao.co.ao/opiniao/detalhe/inteligencia-artificial-empregabilidade-em-risco-ou-eficiencia-da-produtividade-68627.html
7f8324ed6958db43ff9088a3cc10cf97688143b7841bd894c00faf9704b295cf,2025-12-10 20:35:13.397057+00:00,pt,sapo.pt,sapo.pt,2025-12-10,Verificação da idade nas redes sociais: não há uma solução única e há quem questione se este é o melhor caminho,https://tek.sapo.pt/noticias/internet/artigos/verificacao-da-idade-nas-redes-sociais-nao-ha-uma-solucao-unica-e-ha-quem-questione-se-este-e-o-melhor-caminho
b16bc9e1387828028003e41874a2007819caee5649bda55329b99f3d1ef5736a,2025-12-10 20:18:46.871351+00:00,pt,bbc.com,bbc.com,2025-12-10,Proibição de redes sociais a menores de 16 começa a valer na Austrália: a escalada global de denúncias e processos contra plataformas,https://www.bbc.com/portuguese/articles/c14v7r16v67o?at_medium=RSS&at_campaign=rss
79467ecb9057a022095d415244de528b6b4870073b3d386fe3a378f5c1799dec,2025-12-10 19:32:44.403888+00:00,pt,ac24horas.com,ac24horas.com,2025-12-10,Educação amplia horário de escolas de tempo integral no Acre,https://ac24horas.com/2025/12/10/educacao-amplia-horario-de-funcionamento-de-escolas-de-tempo-integral/
165063bd0a0072900cc1573ad3c7563851da0488ed22f79b179d4407de73fed8,2025-12-10 18:30:02.418550+00:00,pt,correiobraziliense.com.br,correiobraziliense.com.br,2025-12-10,ProibiÃ§Ã£o de redes sociais a menores de 16 comeÃ§a a valer na AustrÃ¡lia: a escalada global de denÃºncias e processos contra plataformas,https://www.correiobraziliense.com.br/mundo/2025/12/7310707-proibicao-de-redes-sociais-a-menores-de-16-comeca-a-valer-na-australia-a-escalada-global-de-denuncias-e-processos-contra-plataformas.html
2d6effc978f6cea0220ba42a65cfaa329d46ebe3d416609822ed7774e84c9dc0,2025-12-10 18:21:14.872137+00:00,pt,globo.com,globo.com,2025-12-10,Relator espera que texto sobre regulação da IA no país esteja pronto para ir a plenário 'nos próximos dias',https://valor.globo.com/politica/noticia/2025/12/10/relator-espera-que-texto-sobre-regulao-da-ia-no-pas-esteja-pronto-para-ir-a-plenrio-nos-prximos-dias.ghtml
a440fada409c23c1cbbbd77dd18014472503a3acb1f5f0e5d8ec6168ed0bb732,2025-12-10 17:33:23.506514+00:00,pt,sapo.pt,sapo.pt,2025-12-10,Pai de Madeleine McCann pede regulamentação rigorosa para a imprensa britânica,https://sapo.pt/artigo/pai-de-madeleine-mccann-pede-regulamentacao-rigorosa-para-a-imprensa-britanica-693997acb4f7fba4013ae67d
ab13772807e6b04db9258d188993f7c3bcd130e33fb786ade964813efbd61438,2025-12-10 16:19:37.390112+00:00,pt,terra.com.br,terra.com.br,2025-12-10,Adolescentes na Austrália contestam proibição inédita de redes sociais para menores de 16 anos,"https://www.terra.com.br/noticias/mundo/adolescentes-na-australia-contestam-proibicao-inedita-de-redes-sociais-para-menores-de-16-anos,7bf03d5c7d549632a08d8c7786de8ab0i4b9386y.html"
ff5283b3f9fcc86052c655cde36b58fbe0b30ea924eceae043de94aeea35f240,2025-12-10 14:35:29.155847+00:00,pt,sapo.pt,sapo.pt,2025-12-10,Bombeiros e Proteção Civil da Madeira iniciam hoje greve,https://sapo.pt/artigo/bombeiros-e-protecao-civil-da-madeira-iniciam-hoje-greve-693977710d704eab48ed65d7
f738a1b18b9dc359454cdb68cf5da7e195813f6c2c78f600f3c5e2188fc5f165,2025-12-10 14:27:50.917824+00:00,pt,campograndenews.com.br,campograndenews.com.br,2025-12-10,O dilema da inovação: “Move fast and break things?”,https://www.campograndenews.com.br/artigos/o-dilema-da-inovacao-move-fast-and-break-things
8bf237aeca64fabd12303f5bb4b57496c0447deaef3901e8d893a8bebf35bd85,2025-12-10 14:26:51.330988+00:00,pt,campograndenews.com.br,campograndenews.com.br,2025-12-10,TJ vai pagar indenização por férias vencidas a servidores do Judiciário,https://www.campograndenews.com.br/brasil/cidades/tj-vai-pagar-indenizacao-por-ferias-vencidas-a-servidores-do-judiciario
5120e980a6d8faa2092c3a19fa0024dacfcaea95c82f56f7c0dfdfe7c1bc42f1,2025-12-10 13:18:00.209601+00:00,pt,terra.com.br,terra.com.br,2025-12-10,Proibição de redes sociais a menores de 16 começa a valer na Austrália: a escalada global de denúncias e processos contra plataformas,"https://www.terra.com.br/noticias/mundo/proibicao-de-redes-sociais-a-menores-de-16-comeca-a-valer-na-australia-a-escalada-global-de-denuncias-e-processos-contra-plataformas,a0c2d444c561572de8aa0fc01490fa0c4k1trz9d.html"
6c510296da69821b3e90c8beb3004b2ca5d39290206e1504fe6df4f9d3dbed87,2025-12-10 04:18:52.320676+00:00,pt,pontaporainforma.com.br,pontaporainforma.com.br,2025-12-09,"Em Fortaleza, ministra das Mulheres cobra regulamentação das plataformas digitais e cooperação regional no combate à violência online",https://www.pontaporainforma.com.br/em-fortaleza-ministra-das-mulheres-cobra-regulamentacao-das-plataformas-digitais-e-cooperacao-regional-no-combate-a-violencia-online/
b03a45dd8107aad79e99a057d1f555d9d50a01f1d122290f3af20756de637937,2025-12-10 04:18:02.953106+00:00,pt,globo.com,globo.com,2025-12-10,O que países estão fazendo para regular o acesso de crianças às redes sociais,https://g1.globo.com/tecnologia/noticia/2025/12/10/o-que-paises-estao-fazendo-para-regular-o-acesso-de-criancas-as-redes-sociais.ghtml
3b90c6f2a7e17f246733e5beb6ad78de36613adb1cb1ab42330eae0eb6e016a1,2025-12-10 02:20:13.328702+00:00,pt,sapo.pt,sapo.pt,2025-12-10,ASF divulga 18 objetivos para mudar os Seguros até 2028,https://eco.sapo.pt/2025/12/10/asf-divulga-18-objetivos-para-mudar-os-seguros-ate-2028/
54c49181d2654ae60e2af713054fa2246bd7a6c260d716219809483b3007c5ff,2025-12-10 01:26:39.967956+00:00,pt,dn.pt,dn.pt,2025-12-10,A captura invisível do Estado pelas ‘big tech’,https://www.dn.pt/opiniao/a-captura-invisvel-do-estado-pelas-big-tech
5203585399c635cdba855a55325c5d0d56cd28c34e3a216ca7501f2abc8ee63b,2025-12-10 01:20:21.910864+00:00,pt,gazetadopovo.com.br,gazetadopovo.com.br,2025-12-09,Ações de Trump e tensão EUA-Venezuela marcam o dia,https://www.gazetadopovo.com.br/mundo/mundo-em-foco-cacas-e-porta-avioes-dos-eua-cercam-a-venezuela-e-elevam-a-tensao/
7aa95a12cfcbc8fad1c451d6a97a906de39ae5728124ea78f03c2da04c4a7ffe,2025-12-09 23:26:25.290171+00:00,pt,gazetadopovo.com.br,gazetadopovo.com.br,2025-12-09,Governo diverge sobre regras para apps e dívida pública cresce,https://www.gazetadopovo.com.br/economia/economia-em-foco-governo-racha-e-futuro-de-apps-como-ifood-e-uber-fica-incerto/
547b28459d45f5298396cc031c64721f2e39ae21ef9be59ffed11ea504b5715a,2025-12-09 22:17:33.081171+00:00,pt,folhadevilhena.com.br,folhadevilhena.com.br,2025-12-09,Como a inovação está transformando setores tradicionais no Brasil,https://folhadevilhena.com.br/09/12/2025/como-a-inovacao-esta-transformando-setores-tradicionais-no-brasil/
f2cc260bea30b8d99c56597d2ead14cb6de4a1c70b50a108b87b98170182652b,2025-12-09 21:25:32.710277+00:00,pt,ndmais.com.br,ndmais.com.br,2025-12-09,PT fala em ‘desarranjo institucional’ e diz que STF é chamado a se posicionar,https://ndmais.com.br/politica/pt-aponta-desarranjo-institucional-e-maior-poder-do-stf/
d86ba87c08abf126c904a7b981d1a2baa32da0339f16adaac1f93c548f5e53c5,2025-12-09 21:23:20.998362+00:00,pt,horadopovo.com.br,horadopovo.com.br,2025-12-09,PT defende “redução drástica dos juros” para desenvolver o país,https://horadopovo.com.br/pt-defende-reducao-drastica-dos-juros-para-desenvolver-o-pais/
efd149971ea322a3fcc996c80ba69352d4a66b879251b8886672cface3fa5792,2025-12-09 20:26:10.887361+00:00,pt,ig.com.br,ig.com.br,2025-12-08,Nova lei de licenciamento ambiental preocupa e deve chegar ao STF,https://economia.ig.com.br/parceiros/esginsights/2025-12-08/nova-lei-de-licenciamento-ambiental-preocupa-e-deve-chegar-ao-stf.html
24c2e060c7641a242661f5fb74dba898a2cdea1c5a3f7ee432d95d94d6bfb95b,2025-12-09 19:26:01.305266+00:00,pt,jornaldenegocios.pt,jornaldenegocios.pt,2025-12-09,Seguros de saúde de longo prazo e novo PPR nos planos da ASF,https://www.jornaldenegocios.pt/empresas/banca---financas/detalhe/seguros-de-saude-de-longo-prazo-e-novo-ppr-nos-planos-da-asf
dc8cdae278d55eca14e6829f19c7fb07f62ee7cc63ae1a4fba95a74d6efeb047,2025-12-09 16:20:40.501974+00:00,pt,gazetadopovo.com.br,gazetadopovo.com.br,2025-12-09,Crise entre Senado e STF; Moraes é citado em lei dos EUA,https://www.gazetadopovo.com.br/republica/politica-em-foco-senado-desafia-stf-e-moraes-e-citado-em-projeto-de-lei-nos-eua/
8bd8504672e494f7a72d55beb217f51b95eb62fa6f6b438727be0a3de9a47dcc,2025-12-09 15:29:04.660908+00:00,pt,observador.pt,observador.pt,2025-12-09,"Marques Mendes: ""Acho impossível Passos Coelho apoiar outro candidato""",https://observador.pt/especiais/marques-mendes-acho-impossivel-passos-coelho-apoiar-outro-candidato/
8256e3dcb986b60190092b8abc92cc28c4f7dac90d2d2c3450a039030427dc1d,2025-12-09 02:23:50.478748+00:00,pt,sapo.pt,sapo.pt,2025-12-08,António Filipe e Jorge Pinto partilham críticas ao pacote laboral e diferem sobre UE e Ucrânia,https://sapo.pt/artigo/antonio-filipe-e-jorge-pinto-partilham-criticas-ao-pacote-laboral-e-diferem-sobre-ue-e-ucrania-69375e2220ab0369204df6ee
a0180c74c7df2b95fb1edc5a8447dddd4d345030aa4cee7596b82b8a5d463b98,2025-12-09 02:23:18.394266+00:00,pt,sapo.pt,sapo.pt,2025-12-08,António Filipe estendeu a passadeira vermelha a Jorge Pinto,https://sapo.pt/artigo/antonio-filipe-estendeu-a-passadeira-vermelha-a-jorge-pinto-693759122b98fb5be02c6fc6
87693e654e5170d0bdcff5199d6b8653fda4786ddcc2c9fd7f9f7ce82f94bf86,2025-12-08 23:26:38.831962+00:00,pt,gazetadopovo.com.br,gazetadopovo.com.br,2025-12-08,Regra para apps: Governo Lula racha sobre iFood e CLT,https://www.gazetadopovo.com.br/economia/governo-lula-racha-sobre-regras-para-aplicativos-de-entrega/
35bb920e6a79604dd7904db99b0ab79da244bc222b0da0936fb41f67d14783d5,2025-12-08 23:21:33.660115+00:00,pt,sapo.pt,sapo.pt,2025-12-08,"Habitação. Apoios aos jovens ""ajudaram quem não precisava""",https://sapo.pt/artigo/habitacao-apoios-aos-jovens-ajudaram-quem-nao-precisava-69372aed20ab0369203e5a2c
19840b9daa16ba532e6b7281022836b084e58f8c659a1b3d3a31e92c28d21320,2025-12-08 23:19:10.333871+00:00,pt,dn.pt,dn.pt,2025-12-08,"Debate Presidencial CDU vs Livre: Eutanásia, Ucrânia e Greve Geral em Foco",https://www.dn.pt/pol%C3%ADtica/presidenciais-antnio-filipe-debate-com-jorge-pinto
00f0c194fd5417ae131e2e6b8a425f53aafc73b870144fed6705a1d6647f2a24,2025-12-08 22:20:52.463111+00:00,pt,dgabc.com.br,dgabc.com.br,2025-12-08,Justiça dos EUA libera sob fiança brasileira ligada à porta-voz da Casa Branca,https://www.dgabc.com.br/Noticia/4273426/justica-dos-eua-libera-sob-fianca-brasileira-ligada-a-porta-voz-da-casa-branca
1fb8a8a764b222af0f60da72716c12e56c561790b5a59f94957b0eb06cd93b1c,2025-12-08 21:28:02.889858+00:00,pt,oliberal.com,oliberal.com,2025-12-08,Justiça dos EUA libera sob fiança brasileira ligada à porta-voz da Casa Branca,https://www.oliberal.com/mundo/justica-dos-eua-libera-sob-fianca-brasileira-ligada-a-porta-voz-da-casa-branca-1.1059624
4345254006d8de7fd3df0a23ccc5fc071f42707cb1cc674fcd546e7f57e5d2ac,2025-12-08 20:22:50.671254+00:00,pt,campograndenews.com.br,campograndenews.com.br,2025-12-08,Mato Grosso do Sul lidera oferta de serviços de telemedicina no Centro-Oeste,https://www.campograndenews.com.br/brasil/cidades/mato-grosso-do-sul-lidera-oferta-de-servicos-de-telemedicina-no-centro-oeste
65ed8f8eb922ed132e0f595b46a6f95e25c69fa41b2459a65a83b9b64523058e,2025-12-08 20:17:50.589275+00:00,pt,globo.com,globo.com,2025-12-08,Discursiva CNU: veja o que caiu e o que dizem professores,https://g1.globo.com/trabalho-e-carreira/concursos/noticia/2025/12/08/cnu-2025-provas-discursivas.ghtml
a6c86d08ad0e027c9b7084daaee95f6ee3eccb04fdf716c27af01c1187f6fcaf,2025-12-08 18:26:59.987217+00:00,pt,terra.com.br,terra.com.br,2025-12-08,Trump afirma que vai proibir que Estados americanos regulem inteligência artificial,"https://www.terra.com.br/byte/trump-afirma-que-vai-proibir-que-estados-americanos-regulem-inteligencia-artificial,19e01a44febaf02bb3976bb65dce374acmz09k4h.html"
d65b84a5ee6d59b4bf29f78ac7626ee1fb11addf7f761d193684414a8274ffd0,2025-12-08 16:23:26.288488+00:00,pt,sapo.pt,sapo.pt,2025-12-08,"Meta vai permitir escolher anúncios ""menos personalizados""",https://sapo.pt/artigo/meta-vai-permitir-escolher-anuncios-menos-personalizados-6936e6b82b98fb5be0cf5f22
7b34595c16907eaa85f882548b264d4b3b881be1806e955fdf4ff9a31119ae5d,2025-12-08 12:32:42.970190+00:00,pt,sapo.pt,sapo.pt,2025-12-08,Fim do Aviso n.º 3/21 e a Nova Norma n.º 8/25 da ARSEG: implicações no combate ao branqueamento de capitais em Angola,https://sapo.pt/artigo/fim-do-aviso-n-3-21-e-a-nova-norma-n-8-25-da-arseg-implicacoes-no-combate-ao-branqueamento-de-capitais-em-angola-6936b50f1f6641a67ca36900
f7803db8f4e86bef719aa41294aaa9ab6aa0f4580f6b2cfe6dc56d640e61086b,2025-12-08 12:24:01.907608+00:00,pt,correio24horas.com.br,correio24horas.com.br,2025-12-08,IA coloca formação profissional em nova era,https://www.correio24horas.com.br/economia/empregos/ia-coloca-formacao-profissional-em-nova-era-1225
